00000000001010100001	0.0
00000000001100110011	0.0
00000000010110100011	0.0
00000000011010110110	0.0
00000001001000111000	0.0
00000001001110111100	0.0
00000001010010000001	0.0
00000001101100110111	0.0
00000001110100100010	0.0
00000010100100100110	0.0
00000010101000010001	0.0
00000010101101001001	0.0
00000011001001110100	0.0
00000011010001100001	0.0
00000011100011000010	0.0
00000011110010100111	0.0
00000100000101100100	0.0
00000100000110001100	0.0
00000100001100101000	0.0
00000100011100110100	0.0
00000100100101100001	0.0
00000100100111011001	0.0
00000100110001000000	0.0
00000100110100010100	0.0
00000110001000101101	0.0
00000110001011011000	0.0
00000110010011000100	0.0
00000110010111000000	0.0
00000110101101111101	0.0
00000110101110000010	0.0
00000110110011011001	0.0
00000111001000111001	0.0
00000111001101001010	0.0
00000111010000110101	0.0
00000111011100010000	0.0
00000111110110010011	0.0
00001000000000100000	0.0
00001000100011001010	0.0
00001000100011001011	0.0
00001000100111000011	0.0
00001001001101110100	0.0
00001001011100001010	0.0
00001001100011001101	0.0
00001001110000110011	0.0
00001010001000110110	0.0
00001010011100110000	0.0
00001010110100010101	0.0
00001010110111010010	0.0
00001011000101010000	0.0
00001011001000001011	0.0
00001011001011010011	0.0
00001011001110011001	0.0
00001100000101110010	0.0
00001100011000011010	0.0
00001100011111010100	0.0
00001100101001001101	0.0
00001100110100110010	0.0
00001100110110111101	0.0
00001101001001011101	0.0
00001101011100101011	0.0
00001101100110111100	0.0
00001101101110010111	0.0
00001101110100111010	0.0
00010000010001101001	0.0
00010000010101000100	0.0
00010000011110101010	0.0
00010000101100100001	0.0
00010000110111000011	0.0
00010001000101010101	0.0
00010001001000000000	0.0
00010001001110010001	0.0
00010001001110101010	0.0
00010001011001001010	0.0
00010001100100110000	0.0
00010001100111011010	0.0
00010001101000010101	0.0
00010001110010101101	0.0
00010010010000101000	0.0
00010010010001100000	0.0
00010010010100101011	0.0
00010010100100010010	0.0
00010010100100110110	0.0
00010010110000100111	0.0
00010010110001011100	0.0
00010011000001101010	0.0
00010011000001110011	0.0
00010011100001010101	0.0
00010011100010110010	0.0
00010011110000010001	0.0
00010100010011010111	0.0
00010100011000010010	0.0
00010100100001111101	0.0
00010100101010010000	0.0
00010101000110001000	0.0
00010101010111000010	0.0
00010101101000011011	0.0
00010101101010111010	0.0
00010101110100000000	0.0
00010110000001011011	0.0
00010110000111001001	0.0
00010110010001000110	0.0
00010110011000110111	0.0
00010110011001110011	0.0
00010110101110111001	0.0
00010111000001110011	0.0
00010111000010010000	0.0
00010111101111011000	0.0
00011000000111011100	0.0
00011000001000100010	0.0
00011000001000110110	0.0
00011000001101100101	0.0
00011000010010100000	0.0
00011000011100100110	0.0
00011000100000110101	0.0
00011000110100010111	0.0
00011010001000100001	0.0
00011011011001000110	0.0
00011011100010100000	0.0
00011011101100001101	0.0
00011100000010000011	0.0
00011100000110000000	0.0
00011100010100100010	0.0
00011100010101101001	0.0
00011100110111011101	0.0
00011101001010100111	0.0
00011101001100001101	0.0
00011101001101100100	0.0
00011101010110010101	0.0
00011101011011011001	0.0
00011101011111011001	0.0
00011101100001010010	0.0
00011101101000100101	0.0
00011101110110010110	0.0
00100000000101110101	0.0
00100000010111010111	0.0
00100000011100001010	0.0
00100000100011010101	0.0
00100000100110101001	0.0
00100001001101110000	0.0
00100001010000000110	0.0
00100001011100010000	0.0
00100010000010111101	0.0
00100010000100000011	0.0
00100010010000000000	0.0
00100010010110010000	0.0
00100010011101110111	0.0
00100010100001010011	0.0
00100010101100110000	0.0
00100011001110001000	0.0
00100011011010110010	0.0
00100011100101101000	0.0
00100011110000001000	0.0
00100100001110011101	0.0
00100100010001100000	0.0
00100100010010010001	0.0
00100100011111010001	0.0
00100100101010110011	0.0
00100100101100000100	0.0
00100101000000111011	0.0
00100101010010000100	0.0
00100101011001010110	0.0
00100101110000011101	0.0
00100101110111000101	0.0
00100110000001010100	0.0
00100110000010010111	0.0
00100110000011010010	0.0
00100110010101001011	0.0
00100110011010011100	0.0
00100110101001000110	0.0
00100111000010000000	0.0
00100111001010010011	0.0
00100111001010111011	0.0
00100111001110000110	0.0
00100111011101010110	0.0
00100111100010110000	0.0
00100111101001010111	0.0
00101000000000000101	0.0
00101000001010010111	0.0
00101000001010110011	0.0
00101000100100001100	0.0
00101000101010000111	0.0
00101000101100101101	0.0
00101000101101001101	0.0
00101001100101111100	0.0
00101010010000011001	0.0
00101010010100100100	0.0
00101010101100110111	0.0
00101010110111001101	0.0
00101011000111010110	0.0
00101011001000001011	0.0
00101011100100011100	0.0
00101100011101010001	0.0
00101100100111000100	0.0
00101100110100100011	0.0
00101101000010100101	0.0
00101101001010100001	0.0
00101101010010000100	0.0
00101101011110111000	0.0
00101101110011011001	0.0
00101101110101010000	0.0
00110000001111001100	0.0
00110000010100110011	0.0
00110001010100000111	0.0
00110001011001000001	0.0
00110001011010111100	0.0
00110001101010010000	0.0
00110001101010011010	0.0
00110010001110100110	0.0
00110010010010101001	0.0
00110010011001010011	0.0
00110010011001110010	0.0
00110010011100000011	0.0
00110011000000010111	0.0
00110011001110010001	0.0
00110011010111000111	0.0
00110011011100101000	0.0
00110011011101110001	0.0
00110011100010000111	0.0
00110011101110000110	0.0
00110100000100100100	0.0
00110100000111000101	0.0
00110100001101101010	0.0
00110100010010110100	0.0
00110100010011011101	0.0
00110100010101100001	0.0
00110100100110110000	0.0
00110100101111000000	0.0
00110101000000001100	0.0
00110101000011011000	0.0
00110101010010011001	0.0
00110101011101000001	0.0
00110101101100100111	0.0
00110110000100000111	0.0
00110110000110000110	0.0
00110110010010101010	0.0
00110110011000110111	0.0
00110110011001110011	0.0
00110110100010001101	0.0
00110110101010010001	0.0
00110111000001100000	0.0
00110111001100111011	0.0
00110111001110100110	0.0
00110111011010101101	0.0
00110111100010111100	0.0
00110111101101100111	0.0
00111000101100110010	0.0
00111000101110000101	0.0
00111000110001011100	0.0
00111001010101011010	0.0
00111001011100111100	0.0
00111001110001100111	0.0
00111010000010000010	0.0
00111010001010111101	0.0
00111010010010110000	0.0
00111010010010110110	0.0
00111010100100111000	0.0
00111010101000010000	0.0
00111010101011000100	0.0
00111010101100011010	0.0
00111011000011000010	0.0
00111011000111010100	0.0
00111011001010011011	0.0
00111011001100110011	0.0
00111011110100100111	0.0
00111011110100110000	0.0
00111100011110000010	0.0
00111100011110000010	0.0
00111100100001111011	0.0
00111101100010110101	0.0
00111101101001010011	0.0
00111101110011000000	0.0
00111101110111000111	0.0
01000000101000101011	0.0
